EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
224,Jacobs,Thomas,M,Victoria,Baker,Bakery,Victoria,Stores,34.80801888,6.462199055,50.51860074,Stores
225,Lopes,Larry,M,Pender Harbour,Baker,Bakery,Victoria,Stores,44.71639495,4.551809045,62.15482382,Stores
226,Wolfram,Betty,F,New Westminster,Baker,Bakery,New Westminster,Stores,39.93536429,6.609689398,16.055531,Stores
227,Dunn,Heather,F,Kamloops,Baker,Bakery,Kamloops,Stores,47.50043293,2.363185013,85.37866147,Stores
228,Kroon,Brent,M,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,44.185803,26.185803,0,HeadOffice
229,Finke,Michael,M,Victoria,Baker,Bakery,Victoria,Stores,41.60450461,4.004897104,39.67547177,Stores
230,Hulett,Florence,F,Parksville,Baker,Bakery,Nanaimo,Stores,44.22969208,5.520121991,57.18578016,Stores
231,Ponce,Melanie,F,Kamloops,Baker,Bakery,Kamloops,Stores,37.2991166,6.880356905,38.10079038,Stores
232,Ellis,Jeri,F,Quesnel,Baker,Bakery,Quesnel,Stores,42.46407075,3.729081549,118.5860854,Stores
233,Cox,Conrad,M,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,39.31457,14.613758,28.89700216,HeadOffice
234,Smith,Raymond,M,New Westminster,Baker,Bakery,New Westminster,Stores,43.35590303,5.955207373,73.39635973,Stores
235,Banks,Ryan,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.48461962,4.929204151,86.86241559,Stores
236,Kendall,Bernadette,F,Richmond,Baker,Bakery,Richmond,Stores,45.28880825,6.267979432,106.7733033,Stores
237,Fernandez,Brian,M,West Vancouver,Baker,Bakery,West Vancouver,Stores,34.54452812,6.340696466,0,Stores
238,Labrie,Vicky,F,Mcleese Lake,Baker,Bakery,Williams Lake,Stores,51.7865376,5.205942693,107.8343573,Stores
239,Ash,Christopher,M,Surrey,Baker,Bakery,Surrey,Stores,43.46696293,2.826842165,10.68473537,Stores
240,Salisbury,Susan,F,Fort St John,Baker,Bakery,Fort St John,Stores,37.71197934,2.218388271,31.99564508,Stores
241,Healy,Ann,F,Campbell River,Baker,Bakery,Nanaimo,Stores,51.03145944,7.100793025,131.023489,Stores
242,Blake,Edward,M,West Vancouver,Baker,Bakery,West Vancouver,Stores,54.49284808,5.640629096,123.5629654,Stores
243,Vega,Yoshiko,F,Wells,Baker,Bakery,Kamloops,Stores,28.9172471,2.244451155,21.03904881,Stores
244,Hamlin,Francis,F,New Westminister,Baker,Bakery,New Westminister,Stores,55.70889907,5.225591189,173.8371942,Stores
245,Adams,Andre,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,43.19064154,8.109839161,20.93704925,Stores
246,Carruth,Mary,F,Manning Park,Baker,Bakery,Chilliwack,Stores,38.10720123,2.905915461,47.54204413,Stores
247,Turner,Robert,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,37.74238941,5.388619589,30.81552612,Stores
248,Norris,Kristin,F,Decker Lake,Baker,Bakery,Prince George,Stores,36.48949145,7.144228322,27.60126686,Stores
249,Wiley,Mary,F,Salmon Arm,Baker,Bakery,Kamloops,Stores,54.75064529,5.919600934,152.1244924,Stores
250,Francis,Jocelyn,F,Victoria,Baker,Bakery,Victoria,Stores,44.77484922,4.778751376,39.57679255,Stores
251,Goff,Phillip,M,Burnaby,Baker,Bakery,Burnaby,Stores,56.11144912,6.904709931,174.8647281,Stores
252,Reese,Amanda,F,Prince George,Baker,Bakery,Prince George,Stores,34.11491876,1.620817039,4.006486432,Stores
253,Keating,David,M,Sooke,Baker,Bakery,Victoria,Stores,35.97228115,3.579663341,65.57723116,Stores
254,McLaren,Francis,M,Vernon,Baker,Bakery,Vernon,Stores,31.47856723,3.675621244,0,Stores
255,Colucci,Evelyn,F,Prince George,Baker,Bakery,Prince George,Stores,35.7258357,4.155243385,44.50048614,Stores
256,Wilson,Beverly,F,Horsefly,Baker,Bakery,Prince George,Stores,30.61040793,5.348732049,0,Stores
257,Thomas,Ramon,M,Invermere,Baker,Bakery,Cranbrook,Stores,44.57034084,4.188334866,91.35291618,Stores
258,Barnard,Georgia,F,Creston,Baker,Bakery,Cranbrook,Stores,38.19626612,6.728007933,59.95757031,Stores
259,Perez,Erin,F,New Westminster,Baker,Bakery,New Westminster,Stores,38.31640412,5.005929687,28.53802654,Stores
260,Lindo,Susan,F,Topley,Baker,Bakery,Prince George,Stores,54.60035641,3.414992262,112.6071529,Stores
261,Furman,David,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,52.62338815,5.32818421,84.6091321,Stores
262,Neill,Kelly,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,32.62756763,5.880796835,20.52608989,Stores
263,Hilyard,Brian,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,29.37409177,4.395205208,0,Stores
264,Harder,Gary,M,Armstrong,Baker,Bakery,Vernon,Stores,36.14779144,3.136688027,26.70137233,Stores
265,Goode,Todd,M,Field,Baker,Bakery,Cranbrook,Stores,46.19207185,3.959449201,28.78416405,Stores
266,Dunn,Barbara,F,New Westminster,Baker,Bakery,New Westminster,Stores,32.16838201,5.768871951,40.49575113,Stores
267,Leblanc,Louis,M,Youbou,Baker,Bakery,Victoria,Stores,39.94819217,3.641443235,49.90548322,Stores
268,Geist,Gregory,M,Fort St John,Baker,Bakery,Fort St John,Stores,44.77063917,5.473203065,71.6224049,Stores
269,McCann,Hazel,F,Kelowna,Baker,Bakery,Kelowna,Stores,40.23564643,7.969360463,22.72600698,Stores
270,Logan,James,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,47.7864692,5.409125372,20.11226488,Stores
271,Salinas,Ernest,M,Bowen Island,Bakery Manager,Bakery,Vancouver,Stores,21.96085504,2.81537022,0,Stores
272,Sherman,Viola,F,Surrey,Baker,Bakery,Surrey,Stores,49.23854802,5.342303525,75.60492624,Stores
273,Santo,Hubert,M,Sorrento,Baker,Bakery,Kamloops,Stores,38.48180344,3.983263282,3.026643536,Stores
274,Knotts,James,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,37.7312481,3.291196527,18.76798501,Stores
275,Gaddy,Tracy,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,57.08813022,5.422745919,122.660478,Stores
276,Holloway,Louisa,F,Surrey,Baker,Bakery,Surrey,Stores,34.28082043,5.721009922,28.39811691,Stores
277,Fralick,Thelma,F,Victoria,Baker,Bakery,Victoria,Stores,29.30370209,3.32828679,36.26095364,Stores
278,Lamm,Breanna,F,Victoria,Baker,Bakery,Victoria,Stores,53.97279984,4.725270372,73.9432002,Stores
279,Gregor,William,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,55.75102139,5.605690978,85.85659878,Stores
280,Galligan,Gloria,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,49.4851649,4.274813211,74.28087994,Stores
281,Wilson,Frank,M,Victoria,Baker,Bakery,Victoria,Stores,45.95132139,5.453772607,104.0283792,Stores
282,Tice,Andre,M,Victoria,Baker,Bakery,Victoria,Stores,36.41103286,2.754126134,0,Stores
283,Weaver,Phillip,M,Prince George,Baker,Bakery,Prince George,Stores,40.21737247,5.309408045,36.85759727,Stores
284,Marshall,Gwendolyn,F,Merritt,Baker,Bakery,Kamloops,Stores,43.05432623,4.870581501,38.29051282,Stores
285,Braud,Alfonso,M,Crawford Bay,Baker,Bakery,Cranbrook,Stores,38.38906678,4.968577776,28.63001058,Stores
286,Kelleher,Latonya,F,Richmond,Baker,Bakery,Richmond,Stores,45.08977998,6.959476071,75.08140597,Stores
287,Gorski,Henrietta,F,Rossland,Baker,Bakery,Trail,Stores,58.95193483,5.312972212,146.0033861,Stores
288,Murray,Jennifer,F,New Westminster,Baker,Bakery,New Westminster,Stores,29.6349007,7.847283569,46.67651007,Stores
289,Neill,Harry,M,Victoria,Baker,Bakery,Victoria,Stores,64.1862768,4.613496212,198.6057962,Stores
290,Gelinas,Michael,M,Sidney,Baker,Bakery,Victoria,Stores,37.25898016,3.624109308,0,Stores
291,Hansen,Earl,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.19952531,5.882760132,76.71632648,Stores
292,Russo,Lisa,F,Kamloops,Baker,Bakery,Kamloops,Stores,11.77831479,4.873719892,0,Stores
293,Higginbotham,John,M,Castlegar,Baker,Bakery,Trail,Stores,31.12161244,6.690682756,0,Stores
294,Hollen,Joseph,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,48.20856562,7.087451834,101.1876391,Stores
295,Utter,Charles,M,Williams Lake,Baker,Bakery,Williams Lake,Stores,46.02262995,4.177042046,102.8105789,Stores
296,Crafton,Nancy,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,35.54491002,3.398417436,95.89296083,Stores
297,Curtis,Freida,F,New Westminster,Baker,Bakery,New Westminster,Stores,53.03555014,2.68683175,139.6920268,Stores
298,Ashley,Bernice,F,Kelowna,Baker,Bakery,Kelowna,Stores,47.74269834,4.31650222,68.54001737,Stores
299,Neal,Amanda,F,Pender Harbour,Baker,Bakery,Victoria,Stores,28.26400962,3.794655163,0,Stores
300,Courtois,Dennis,M,Victoria,Baker,Bakery,Victoria,Stores,47.06341877,4.959406519,44.49102502,Stores
301,Mobley,Willie,M,Quesnel,Baker,Bakery,Quesnel,Stores,41.25308043,4.310755835,0,Stores
302,Noriega,Mary,F,Spences Bridge,Baker,Bakery,Kamloops,Stores,43.17225733,3.413951341,68.6669675,Stores
303,Moore,William,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.81724,26.083188,57.20654368,HeadOffice
304,Barrientez,Xavier,M,New Westminster,Baker,Bakery,New Westminster,Stores,38.65612904,4.986305222,0,Stores
305,Ingram,Kenneth,M,West Vancouver,Cashier,Customer Service,West Vancouver,Stores,55.95054231,6.078620916,83.18389739,Stores
306,Ober,Steven,M,Richmond,Baker,Bakery,Richmond,Stores,30.94561689,3.835034666,0,Stores
307,Hull,Craig,M,New Westminster,Baker,Bakery,New Westminster,Stores,46.11313148,5.623581958,35.37072859,Stores
308,Davis,Lori,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,52.68017,5.079882,60.25250171,HeadOffice
309,Sands,Diane,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55.76493,15.906366,0,HeadOffice
310,Watts,Ismael,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,45.91600372,3.975289361,65.69786089,Stores
311,Lynch,Raymond,M,Langley,Baker,Bakery,Langley,Stores,47.0598613,5.691602847,86.27605733,Stores
312,Gerard,Kenneth,M,Willow Point,Baker,Bakery,Trail,Stores,46.10034641,4.444679915,75.85883594,Stores
313,Daniel,Jennifer,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55.01031,32.350609,113.9021614,HeadOffice
314,Guzman,Sharon,F,Langley,Baker,Bakery,Langley,Stores,38.84841513,1.974589769,40.50500469,Stores
315,Carbaugh,Monica,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,63.64067214,2.064808515,206.8713669,Stores
316,Espinoza,Steven,M,Penticton,Baker,Bakery,Kelowna,Stores,46.40050071,3.789111033,35.57021837,Stores
317,Mills,Tiffany,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53.4876,9.940766,42.15238664,HeadOffice
318,Chamness,Richard,M,New Westminster,Baker,Bakery,New Westminster,Stores,45.8087373,3.814751013,107.7054315,Stores
319,Bricker,Jacqueline,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,38.19359343,4.489481218,71.13512797,Stores
320,Yokoyama,Jorge,M,Kelowna,Baker,Bakery,Kelowna,Stores,61.03372746,2.429702833,181.0606009,Stores
321,Jackson,Justin,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.65137,21.960999,21.17797032,HeadOffice
322,Gomez,Irene,F,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39.23264,13.412318,0,HeadOffice
323,Cromer,Arthur,M,Nelson,Baker,Bakery,Nelson,Stores,27.19733271,3.300616625,0,Stores
324,Davis,Michael,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,49.737079,31.737079,0,HeadOffice
325,Snowden,Linda,F,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,54.78184,17.754217,72.29939142,HeadOffice
326,Helton,Mary,F,Surrey,Baker,Bakery,Surrey,Stores,49.35642336,3.402556616,90.58930376,Stores
327,Shockley,Franklin,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,37.64279675,6.196562502,13.95236794,Stores
328,Johnstone,Armand,M,Richmond,Baker,Bakery,Richmond,Stores,37.92292401,7.783429235,43.26658309,Stores
329,Linder,Janice,F,North Vancouver,Baker,Bakery,North Vancouver,Stores,13.91701673,3.471968504,0,Stores
330,Gonzalez,Rodney,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,46.47444666,6.767435204,44.96931708,Stores
331,Stalder,Lawrence,M,Woss,Baker,Bakery,Cranbrook,Stores,42.26699217,5.240078791,39.06571163,Stores
332,Price,Daisy,F,New Westminster,Baker,Bakery,New Westminster,Stores,49.70256092,3.907616472,127.1518493,Stores
333,Olson,Ronald,M,Cobble Hill,Baker,Bakery,Victoria,Stores,60.01328716,6.856205911,125.8763124,Stores
334,Collins,Timothy,M,Lac La Hache,Baker,Bakery,Williams Lake,Stores,41.20807653,6.954832391,58.95419875,Stores
335,Clay,William,M,Victoria,Baker,Bakery,Victoria,Stores,53.77834729,3.574201195,129.270387,Stores
336,Davis,Paul,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,51.55788049,4.248976721,90.27111205,Stores
337,Snow,Darwin,M,Muncho Lake,Baker,Bakery,Fort St John,Stores,49.3310176,4.248736359,73.93095013,Stores
338,Giuliani,Philip,M,Hedley,Baker,Bakery,Princeton,Stores,40.68595999,4.326906054,7.234942941,Stores
339,Kwan,Mary,F,Sardis,Baker,Bakery,Chilliwack,Stores,52.38056007,0.937085283,145.8827831,Stores
340,Moody,Bebe,F,Gold Bridge,Baker,Bakery,Kamloops,Stores,34.47078152,4.392234231,23.06389,Stores
341,Burg,Eleanor,F,Victoria,Baker,Bakery,Victoria,Stores,48.14741118,4.459393608,50.69225157,Stores
342,Zamora,Frances,F,Sparwood,Baker,Bakery,Cranbrook,Stores,42.04539396,3.551056692,87.10310132,Stores
343,Campbell,Jeremiah,M,Port Mcneill,Baker,Bakery,Nanaimo,Stores,48.32233424,7.209689888,79.00598166,Stores
344,Alvarado,Anabel,F,Fort St John,Baker,Bakery,Fort St John,Stores,46.85967012,7.30558877,92.24606666,Stores
345,Hughes,Margaret,F,Salmon Valley,Baker,Bakery,Prince George,Stores,65.03202077,3.690163126,207.3551542,Stores
346,Collins,Grace,F,Squamish,Baker,Bakery,Squamish,Stores,40.43092925,2.957327667,57.78513419,Stores
347,Cunningham,Lisa,F,New Westminster,Baker,Bakery,New Westminster,Stores,44.70052933,3.467367139,57.47130909,Stores
348,Corcoran,Cassandra,F,Victoria,Baker,Bakery,Victoria,Stores,48.73561807,5.43412175,75.48601993,Stores
349,Stier,Amy,F,Victoria,Baker,Bakery,Victoria,Stores,24.77526856,3.924288439,0,Stores
350,Horton,Samuel,M,Kelowna,Baker,Bakery,Kelowna,Stores,28.82467817,4.313249962,18.74347478,Stores
351,Jones,Jorge,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,40.099508,22.099508,120.3801664,HeadOffice
352,Davenport,Leonard,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,54.422944,36.422944,0,HeadOffice
353,Mullen,David,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,57.83862,6.323964,127.1443971,HeadOffice
354,Dobbs,Samuel,M,Surrey,Baker,Bakery,Surrey,Stores,46.26318447,2.822267528,55.34484555,Stores
355,Mendez,Linda,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,61.735239,43.735239,0,HeadOffice
356,Hedges,Edward,M,Richmond,Baker,Bakery,Richmond,Stores,41.3446638,2.973238555,59.28582039,Stores
357,Feldman,Troy,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,47.77542634,5.372207078,105.1862002,Stores
358,Booth,Blanca,F,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,54.04718271,5.787626946,120.2943088,Stores
359,Cummings,Lance,M,New Westminister,Baker,Bakery,New Westminister,Stores,46.34636295,6.0577937,96.19213879,Stores
360,Bober,Colleen,F,Agassiz,Baker,Bakery,Chilliwack,Stores,50.94350018,3.828198897,146.0447595,Stores
361,Shaffer,Justin,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,49.77500929,5.617105011,66.93209081,Stores
362,Reyes,Lauren,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,62.96501,24.185418,75.94725642,HeadOffice
363,Calles,Mary,F,Fort Langley,Baker,Bakery,Langley,Stores,45.6015481,3.421862484,105.2258301,Stores
364,Rowen,Todd,M,Horsefly,Baker,Bakery,Prince George,Stores,47.26951676,4.266009831,65.20146094,Stores
365,Meadows,Carlos,M,Kelowna,Baker,Bakery,Kelowna,Stores,32.81371965,2.588848628,0,Stores
366,Hurlburt,Robert,M,Avola,Cashier,Customer Service,Kamloops,Stores,54.64327627,7.579731906,115.6027095,Stores
367,Castillo,Angela,F,Bear Lake,Baker,Bakery,Prince George,Stores,34.64718451,7.458751463,0,Stores
368,Noriega,Diane,F,New Westminister,Baker,Bakery,New Westminister,Stores,37.87297462,7.155708557,0,Stores
369,Honaker,George,M,Cobble Hill,Baker,Bakery,Victoria,Stores,47.11875464,4.301489007,112.2035569,Stores
370,Westman,Stacy,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,19.51295987,2.563323475,0,Stores
371,Kuntz,Daniel,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,38.66283732,6.451447982,57.94548715,Stores
372,Alonzo,Janette,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,43.14466,23.478444,63.21600345,HeadOffice
373,Walker,Yvette,F,Victoria,Baker,Bakery,Victoria,Stores,48.73314194,4.425093038,73.92678067,Stores
374,Garcia,Maria,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,43.28842535,6.207171968,33.07679923,Stores
375,Myers,Patrick,M,Fauquier,Cashier,Customer Service,Trail,Stores,43.90486891,2.719332403,96.66844471,Stores
376,Martinez,Esther,F,Brackendale,Baker,Bakery,Squamish,Stores,31.31040261,3.787033942,23.74644316,Stores
377,Norman,Willie,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,45.5682308,5.833924171,71.23074099,Stores
378,March,Joseph,M,Victoria,Baker,Bakery,Victoria,Stores,58.13304183,7.806944723,95.95336768,Stores
379,Hays,Danny,M,Victoria,Baker,Bakery,Victoria,Stores,54.779859,5.112717498,125.8604413,Stores
380,Patterson,Ryan,M,Quesnel,Baker,Bakery,Quesnel,Stores,57.87101095,5.674411191,114.4136166,Stores
381,Joyce,Steve,M,Skookumchuck,Baker,Bakery,Nanaimo,Stores,48.69864812,5.431143371,43.80520345,Stores
382,Greenberg,Tami,F,Kamloops,Cashier,Customer Service,Kamloops,Stores,38.89574259,2.676968457,55.55237954,Stores
383,Wood,Roland,M,Huntingdon,Cashier,Customer Service,Abbotsford,Stores,47.6683812,4.621010613,68.91000358,Stores
384,Staub,Carrie,F,Victoria,Baker,Bakery,Victoria,Stores,26.76805037,6.627176947,0,Stores
385,Crisp,Salvador,M,Hedley,Baker,Bakery,Princeton,Stores,23.17755823,6.47552198,11.06662422,Stores
386,Drayton,Megan,F,Prince George,Baker,Bakery,Prince George,Stores,47.29635022,4.629905433,125.8839935,Stores
387,Morris,Francisco,M,New Westminster,Baker,Bakery,New Westminster,Stores,38.6933991,6.293848878,19.45913802,Stores
388,Stanko,Rose,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,35.79056103,5.177825531,0,Stores
389,Pollard,Katie,F,Gibsons,Cashier,Customer Service,West Vancouver,Stores,42.94779654,5.759253216,75.3966086,Stores
390,Lietz,Katrina,F,Nanaimo,Baker,Bakery,Nanaimo,Stores,41.27476629,6.571548908,94.28295789,Stores
391,Carpentier,William,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,53.72168,12.259574,0,HeadOffice
392,Johnson,Jennifer,F,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,63.6606,3.567056,110.1393004,HeadOffice
393,McCloud,Michael,M,Britannia Beach,Baker,Bakery,Squamish,Stores,45.50482408,6.19227067,123.0983087,Stores
394,Martin,Jose,M,Parksville,Baker,Bakery,Nanaimo,Stores,42.48329056,4.141059348,87.328194,Stores
395,Navarrete,Leonard,M,Kamloops,Cashier,Customer Service,Kamloops,Stores,24.64311582,4.208221421,0,Stores
396,Buendia,Georgia,F,Campbell River,Baker,Bakery,Nanaimo,Stores,59.41045632,5.418940883,115.0429128,Stores
397,Cook,Joseph,M,Comox,Baker,Bakery,Nanaimo,Stores,16.50975473,5.659407016,0,Stores
398,Winship,Linda,F,Victoria,Baker,Bakery,Victoria,Stores,53.68190138,4.262025469,159.1892618,Stores
399,Velez,Lori,F,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,50.29067228,3.194487001,128.5198368,Stores
400,Paxson,James,M,Chilliwack,Baker,Bakery,Chilliwack,Stores,47.31162488,5.500839969,67.24244208,Stores
401,Foster,Robert,M,Victoria,Baker,Bakery,Victoria,Stores,28.45488643,4.540981858,0,Stores
402,Acevedo,Earl,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,41.00684,20.690126,0,HeadOffice
403,Oneal,Nancy,F,Decker Lake,Baker,Bakery,Prince George,Stores,54.17344462,3.654554735,112.4176815,Stores
404,Hunter,Margaret,F,Brackendale,Baker,Bakery,Squamish,Stores,38.68350844,4.625218768,14.80722716,Stores
405,Miranda,Sonya,F,Victoria,Baker,Bakery,Victoria,Stores,37.39941933,5.385136819,19.82535074,Stores
406,Hernandez,Walter,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,56.57166,10.702093,0,HeadOffice
407,Russell,Linda,F,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,24.03801,6.03801,0,HeadOffice
408,Howard,Ruby,F,Port Hardy,Baker,Bakery,Nanaimo,Stores,57.48245355,4.996172316,188.8059986,Stores
409,Pickett,Marta,F,Burnaby,Baker,Bakery,Burnaby,Stores,39.65132981,4.234270483,24.65164069,Stores
410,McDonald,Raquel,F,Williams Lake,Baker,Bakery,Williams Lake,Stores,37.58016678,3.898129622,38.97862104,Stores
411,Usher,Clifton,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,45.70187,18.714494,0,HeadOffice
412,Click,Audra,F,Burnaby,Baker,Bakery,Burnaby,Stores,30.23772064,1.224984469,0,Stores
413,Whitman,Gary,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,47.44402299,7.191711717,133.2494689,Stores
414,Vargas,Susan,F,Flatrock,Baker,Bakery,Fort St John,Stores,37.37674244,6.650815812,43.04919149,Stores
415,Owen,Jay,M,Abbotsford,Cashier,Customer Service,Abbotsford,Stores,24.53199841,5.836590902,0,Stores
416,Hayes,Eric,M,Vancouver,Labor Relations Analyst,Labor Relations,Vancouver,HumanResources,49.81724,26.783065,31.5834116,HeadOffice
417,Creighton,Marie,F,Sechelt,Cashier,Customer Service,West Vancouver,Stores,39.41713079,2.108584694,32.57782403,Stores
